Keyword,Difficulty,"Search vol.","Search intent","SERP features",CPC,Competition
"tour por sri lanka",5,10,I,"Reviews, Video, People also ask, Images, Bottom Ads, AI Overview, Related searches, Image",0,0
"different discovery tours sri lanka",5,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image, Sites",0,0
"pl tours sri lanka reviews",0,10,,,0,0.56
"sri lanka cricket tour of zimbabwe",0,10,,,0,0
"sri lanka tours 8 days",0,10,,,0,0
"last minute sri lanka tour",10,10,I,"Reviews, Images, Related searches, Image, Sites",1.75,0.75
"holiday tours of sri lanka",10,10,"L, C","Local pack, Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0,0
"nepal tour package from sri lanka",0,10,,,0,0
"sri lanka 5 days tour package",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0.86
"sri lanka honeymoon tour package",0,10,,,0,0
"thailand tour packages from sri lanka",5,10,I,"Reviews, Related searches, Image",0,0.36
"sri lanka tour of new zealand",0,10,,,0,0
"tour packages to sri lanka from chennai",0,10,,,3.25,0
"sri lanka tour of india squad",0,10,,,0,0
"sri lanka cricket team future tours",0,10,,,0,0.05
"emirates holidays sri lanka tours",0,10,,,0,0
"heritage tours in sri lanka",0,10,,,0,0
"sri lanka ground tour package",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"england cricket sri lanka tour",0,10,,,0,0
"sri lanka tour from hyderabad",4,10,I,"Reviews, People also ask, Related searches, Image",0,0.67
"england tour of sri lanka 2007",10,10,I,"Video, People also ask, Sports",0,0
"columbus tours pvt ltd sri lanka",0,10,,,0,0
"thailand tour package from sri lanka",0,10,,,3.36,0
"sri lanka cricket tour 2017",0,10,,,0,0
"walkers tours sri lanka review",0,10,,,0,0
"tour operator sri lanka tripadvisor",7,10,I,"Reviews, FAQ, Related searches, Image, Sites",0,0
"sri lanka tour packages",13,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0.97,0.67
"england tour sri lanka 2014",0,10,,,0,0
"sri lanka land tour packages",13,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0.86
"tour packages to sri lanka from bangalore",0,10,,,0,0
"sri lanka tours from australia",11,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"sri lanka tour 2017",24,10,I,"Reviews, People also ask, Images, Sports, Related searches",0,0
"elephant tours sri lanka",5,10,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches",0.8,0.81
"one day tours in sri lanka",14,10,I,"Reviews, Related searches, Image, Sites",0,0
"south africa tour of sri lanka 2006",0,10,,,0,0
"sri lanka organised tours",12,10,"L, C","Local pack, Reviews, Related searches, Image, Sites",2.54,0.76
"j f tours sri lanka",0,10,,,0,0
"blue whale tour sri lanka",0,10,,,0.83,0
"jetwing tours in sri lanka",0,10,,,0,0
"budget tour operators sri lanka",0,10,I,,0,0
"malaysia tours from sri lanka",0,10,,,0,0
"sri lanka tour destinations",18,10,I,"Reviews, Video, People also ask, Bottom Ads, Destinations, AI Overview, Related searches",0.62,0.48
"private tour guides in sri lanka",5,10,"L, C","Local pack, Reviews, Video, Related searches",0,0.79
"sri lanka tour singapore",0,10,,,0,0
"sri lanka tour of england 2011",0,10,,,0,0
"sri lanka a tour of england 2016",0,10,,,0,0
"australia tour of sri lanka 2004",0,10,,,0,0
"pakistan cricket team for sri lanka tour",0,10,,,0,0
"heli tour sri lanka",13,10,"L, C","Local pack, Reviews, Video, Images, Related searches, Sites",0,0.24
"england sri lanka tour dates",0,10,,,0,0
"best private tours in sri lanka",0,10,,,0,0
"pakistan tour of sri lanka 2012",0,10,,,0,0
"4 days tour sri lanka",6,10,I,"Reviews, Video, People also ask, Top Ads, Bottom Ads, Find results on, Related searches, Sites",0,0
"sri lanka cricket tours 2015",0,10,,,0,0
"sri lanka package tours from india",0,10,,,3.82,0
"veena world group tour sri lanka",10,10,"I, N","Reviews, Sitelinks, Video, People also ask, Related searches",0,0
"hong kong tour packages from sri lanka",0,10,,,0,0
"sri lanka temple tour",9,10,"L, C","Local pack, Reviews, Video, People also ask, Images, Bottom Ads, AI Overview, Related searches",0,0.71
"australia tour to sri lanka 2011",0,10,,,0,0
"sri lanka tours 2017",10,10,I,"Reviews, People also ask, Related searches, Image",0,0
"dubai tours from sri lanka",0,10,,,0,0
"tours sri lanka travel",0,10,I,,0,0
"england tour of sri lanka 2012",10,10,I,"Video, Sports, Related searches",0,0
"sri lanka tour of pakistan 2013",0,10,,,0,0
"tea factory tour sri lanka",0,10,,,0,0
"sri lanka package tour from delhi",0,10,,,0,0
"day tours sri lanka colombo",0,10,,,0,0
"sotc sri lanka maldives tour",0,10,,,0,0
"sri lanka tour england 2011",0,10,,,0,0
"travel agents sri lanka tour packages",15,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0
"blue haven tours sri lanka",5,10,I,"Reviews, People also ask, Related searches",0,0
"sri lanka tours budget",0,10,,,0.95,0
"south africa tour sri lanka 2014",0,10,,,0,0
"turkey tour packages from sri lanka",0,10,,,0,0
"south africa tour of sri lanka 2013",0,10,,,0,0
"sri lanka local tours",17,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image, Sites",0,0.86
"sri lanka tour review",0,10,,,0,0
"small group tours to sri lanka",12,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Sites",3.23,0.91
"quickshaws tours sri lanka",0,10,,,0,0
"sri lanka tour of england 2014",0,10,,,0,0
"england lions tour sri lanka",0,10,,,0,0
"tour guide course in sri lanka",0,10,,,0,0
"sri lanka tour 2014",0,10,,,0,0
"sri lanka round tours",4,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0,0
"sri lanka cricket tour england 2016",0,10,,,0,0
"michelle tours sri lanka",0,10,,,0,0
"bangalore to sri lanka package tours",0,10,,,0,0
"sri lanka sammy tours",0,10,,,0,0
"ship tour in sri lanka",0,10,,,0,0
"tripadvisor sri lanka tours",0,10,,,2.65,0
"europe tour packages in sri lanka",8,10,I,"Reviews, Video, People also ask, Top Ads, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka hills train tour",0,10,,,0,0
"tours to india and sri lanka",5,10,I,"Reviews, Video, Related searches, Sites",0,0
"visit sri lanka tours train tickets",15,10,I,"Reviews, Video, People also ask, Related searches, Sites",0,0
"malaysia singapore tour packages from sri lanka",0,10,,,0,0
"sri lanka future tours",0,10,,,0,0.05
"kandy sri lanka tours",0,10,,,0,0
"sri lanka private driver tour",0,10,,,0,1
"sri lanka heli tours",15,10,I,"Reviews, Related searches, Image",0,0.24
"tour operators in sri lanka outbound",0,10,,,0,0
"serendipity tours sri lanka",0,10,,,0,0
"sri lanka tour 8 days",0,10,,,0,0
"tour package to sri lanka",16,10,I,"Reviews, Video, Bottom Ads, Related searches",0.97,0.67
"sri lanka and maldives tour packages",0,10,,,4.03,0
"jetwing eco tours sri lanka",9,10,"L, N","Reviews, Sitelinks, People also ask, GBP, Related searches",0,0
"india tour of sri lanka 2015 schedule",0,10,,,0,0
"1 day tour sri lanka",8,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"thailand tour packages in sri lanka",0,10,,,3.35,0
"tour agents sri lanka",0,10,,,9.31,0
"tour de sri lanka",13,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"sri lanka tour of england 2016",6,10,I,"Reviews, People also ask, Images, Related searches",0,0
"sri lanka tour and stay",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0.86
"local tour operators in sri lanka",0,10,,,0,0
"sri lanka tour holidays all inclusive",0,10,,,0,0
"sri lanka tour of australia",12,10,I,"Video, People also ask, Sites",0,0
"sri lanka tour england 2006",0,10,,,0,0
"walker tours sri lanka reviews",0,10,,,0,0
"tour packages for sri lanka and maldives",0,10,,,4.02,0
"jagath tours sri lanka",0,10,,,0,0
"sri lanka tour package thomas cook",17,10,I,"Reviews, People also ask, Related searches",0,0
"sri lanka bus tours",9,10,"L, C","Reviews, Video, People also ask, Bottom Ads, GBP, AI Overview, Related searches, Sites",0,0
"sri lanka tour packages from india price",11,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0.86
"tours to malaysia from sri lanka",0,10,,,0,0
"alma tours sri lanka",7,10,I,"Reviews, Video, Images, Related searches",0,0
"sri lanka tour from pakistan",0,10,,,0,0
"sri lanka tour december",0,10,,,0,0
"sri lanka tour of australia 2016",0,10,,,0,0
"sri lanka temple tour packages",9,10,"I, N","Local pack, Reviews, Video, People also ask, Images, Bottom Ads, Copyright infringement, AI Overview, Related searches, Image",0,0
"tours from sri lanka",16,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"india v s sri lanka tour schedule",0,10,,,0,0
"sri lanka tour of england schedule",0,10,,,0,0
"sri lanka tours from mumbai",7,10,I,"Reviews, People also ask, Images, Top Ads, Bottom Ads, Related searches, Image, Sites",2.22,0.86
"sri lanka golf tours",0,10,,,0,0
"tour agencies in sri lanka",0,10,,,9.3,0
"sri lanka tours 2019",10,10,I,"Reviews, Video, AI Overview, Related searches, Sites",0,0
"tours from sri lanka to europe",0,10,,,0,0
"australia tour of sri lanka 2016",0,10,,,0,0
"tours to sri lanka from australia",23,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0
"jetwing tour packages sri lanka",0,10,,,0,0
"buddha gaya tour sri lanka",0,10,,,0,0
"sri lanka rainbow tours",0,10,,,0,0
"heli tours sri lanka",13,10,"L, N","Reviews, Sitelinks, Video, People also ask, Images, GBP, Related searches",0,0.24
"sri lanka tour packages from delhi",0,10,,,0,0
"sri lanka 1 day tours",0,10,,,0,0
"sri lanka tour of england 2014 squad",0,10,,,0,0
"bangkok tour packages sri lanka",0,10,,,0,0
"sri lanka tours from chennai",0,10,,,0,0
"images of sri lanka tour",0,10,,,0,0
"bangladesh tour of sri lanka",0,10,,,0,0
"sri lanka tour match",0,10,,,0,0
"sri lanka luxury tour operator",0,10,,,0,0
"sri lanka tours with flights",12,10,I,"Reviews, People also ask, Related searches, Image, Sites",1.83,0.86
"tours of sri lanka reviews",0,10,,,0,0
"sri lanka next tour",20,10,I,"Images, Sports, Related searches, Middle Ads",0,0
"england tour of sri lanka match schedule",0,10,,,0,0
"sri lanka tours sta",0,10,,,0,0
"sri lanka tour 2016",9,10,I,"Reviews, People also ask, Images, Sports, Related searches",0,0
"holidays in sri lanka tours",9,10,"L, C","Local pack, Reviews, Video, AI Overview, Related searches",0,0
"pak tour sri lanka",9,10,I,"Reviews, People also ask, Images, Sports, Related searches",0,0
"scenic tours sri lanka",4,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0.71
"egypt tour packages from sri lanka",0,10,,,0,0.01
"sri lanka tour of england 2016 schedule",0,10,,,0,0
"sri lanka tours excursions",10,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0.43
"tour package sri lanka",12,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0.97,0.67
"new zealand tour sri lanka",0,10,,,0,0
"holy land tours sri lanka",0,10,,,0,0
"cheap sri lanka tours",7,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0.71
"kochi to sri lanka tour packages",0,10,,,0,0
"virgin tours sri lanka",0,10,,,0,0
"sri lanka tour package itinerary",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tours thomas cook",0,10,,,0,0
"sri lanka tours package",11,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0.97,0.67
"sri lanka tour budget",0,10,,,3.85,0
"bunnik tours sri lanka",0,10,,,0,0
"blue whale tours sri lanka",19,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0.43
"sri lanka tour in england 2014",0,10,,,0,0
"driver tour guide sri lanka",0,10,,,0,0
"sri lanka tour package from kerala",8,10,"I, N","Reviews, Video, People also ask, Images, Copyright infringement, AI Overview, Related searches",0,0.86
"tour sri lanka and india",0,10,,,0,0
"sri lanka tours from malaysia",0,10,,,0,0
"sri lanka 2 week tour",0,10,,,3.41,0
"5 day tour sri lanka",5,10,I,"Reviews, Video, Images, Bottom Ads, AI Overview, Related searches, Sites",0.69,0.81
"pelican tours sri lanka",0,10,,,0,0
"top tours sri lanka",13,10,"L, C","Reviews, Video, People also ask, Bottom Ads, GBP, AI Overview, Related searches, Sites",0,0
"england tour in sri lanka 2014",0,10,,,0,0
"singapore tours sri lanka",0,10,,,0,0
"lotus tours sri lanka nugegoda",0,10,,,0,0
"sri lanka tour prices",0,10,,,0,0
"sri lanka cricket tour australia 2013",7,10,I,"Video, People also ask, Sports, Related searches",0,0
"indian cricket team for sri lanka tour",0,10,,,0,0
"sri lanka local tour package",0,10,,,4.78,0
"tour to sri lanka from singapore",0,10,,,0,0
"superlink tours sri lanka",0,10,,,0,0
"sri lanka driver tours review",5,10,"L, C","Reviews, Video, GBP, Related searches, Sites",0,0.14
"sri lanka tour videos",0,10,,,3.38,0
"virtual tour sri lanka",9,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"sri lanka tour packages from chennai price",0,10,,,0,0
"sri lanka tour packages from mumbai",0,10,,,0,0
"pakistan tour of sri lanka 2009",0,10,,,0,0
"rail tours sri lanka",13,10,"L, C","Reviews, Video, People also ask, GBP, Related searches",0,0.86
"sri lanka paradise tours",0,10,,,0,0
"sri lanka backpacking tour",9,10,I,"Reviews, People also ask, Top Ads, Related searches, Image, Sites",0,0
"vts tours sri lanka",0,10,,,0,0
"kuoni sri lanka escorted tours",0,10,,,0,0
"maldives tour packages in sri lanka",0,10,,,4.11,0
"england cricket tours sri lanka 2014",0,10,,,0,0
"sri lanka tours packages from india",0,10,,,3.82,0
"sri lanka package tours from mumbai",0,10,,,0,0
"sri lanka tours operators",14,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches",0,0
"new zealand cricket tour sri lanka",12,10,I,"Video, Sports, Related searches",0,0
"sri lanka tour thomas cook",0,10,,,0,0
"sri lanka tour bangladesh 2014",0,10,,,0,0
"sri lanka tour of india 2005",0,10,,,0,0
"chennai to sri lanka tour package",0,10,,,3.25,0
"sri lanka sightseeing tour",0,10,,,0,0
"vietnam tour packages from sri lanka",0,10,,,0,0
"red lobster tours sri lanka",0,10,,,0,0
"sri lanka a team tour of england",0,10,,,0,0
"sri lanka highlights tour",0,10,,,0,0
"sri lanka jet tour",0,10,,,0,0
"sri lanka tour packages from bangladesh",0,10,,,0,1
"sri lanka experience tour",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0,0
"jungle tour sri lanka",5,10,"L, C","Local pack, Reviews, Video, People also ask, Images, Related searches, Sites",0,0.67
"sri lanka individual tours",4,10,"L, C","Featured snippets, Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0
"exotic tours sri lanka",3,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0,0.64
"australia cricket tour sri lanka 2016",0,10,,,0,0
"tropical asia tours sri lanka",0,10,,,0,0
"sri lanka voyage tours",0,10,,,0,0
"sri lanka cricket tour of england 2011",0,10,,,0,0
"sri lanka wide tours tripadvisor",0,10,,,0,0
"sri lanka tour operators directory",0,10,,,0,0
"ramayana tour package sri lanka",6,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"sri lanka ramayana tour itinerary",0,10,,,0,0
"pakistan vs sri lanka tour schedule",0,10,,,0,0
"sri lanka tour packages from trivandrum",0,10,,,0,0
"cheap tours in sri lanka",15,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"hemas tours sri lanka",0,10,,,0,0
"sri lanka 1 week tour",0,10,,,0,0
"sri lanka island tours",0,10,,,0,0
"cox and kings sri lanka tours",0,10,,,0,0
"sri lanka tours reviews",0,10,,,0,0
"jewels of sri lanka tour",0,10,,,0,0
"sri lanka tour guide license",0,10,,,0,0
"sri lanka wide tours",0,10,,,6.1,0
"8 days sri lanka tour",0,10,,,9.62,0
"shan tours sri lanka",0,10,,,0,0
"visit sri lanka tours uk",0,10,,,0,0
"walkers tours sri lanka reviews",0,10,,,0,0
"alpha tours sri lanka",0,10,,,0,0
"jaffna tours sri lanka",0,10,,,0,0
"pilgrimage tours to india from sri lanka",0,10,,,0,0
"dazzling tours sri lanka",0,10,,,0,0
"sri lanka england tour 2014",0,10,,,0,0
"sri lanka travel tours",0,10,,,9.33,0
"indian cricket team tour to sri lanka",0,10,,,0,0
"sri lanka adam's peak tour",8,10,I,"Reviews, People also ask, Image, Sites",0,0.79
"sri lanka tour veena world",0,10,,,0,0
"mark tours sri lanka",4,10,"L, C","Reviews, Images, GBP, Related searches, Image",0,0
"sri lanka tour of pakistan 2009",10,10,"I, N","Reviews, Sitelinks, People also ask, Images, Related searches",0,0
"sri lanka elephant tours",0,10,,,0.87,0.82
"sri lanka tours without flights",12,10,I,"Reviews, People also ask, Bottom Ads, Related searches, Image, Sites, Middle Ads",0,0.86
"walkers tours limited sri lanka",0,10,,,0,0.01
"destination sri lanka tours & holidays",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"abans tours sri lanka",0,10,,,0,0
"on the go tours sri lanka reviews",0,10,,,0,0
"flamingo tours sri lanka",0,10,,,0,0
"green tours sri lanka",0,10,,,0,0
"backpacking tours sri lanka",0,10,,,0.95,0
"sri lanka tour of india",25,10,I,"Video, People also ask, Images, Sports, Related searches",0,0
"heli tours sri lanka review",0,10,,,0,0
"tours negombo sri lanka",0,10,,,0,0
"sri lanka tour schedule",0,10,,,0,0
"heli tours sri lanka booking",0,10,,,0,0
"geoffrey bawa tour sri lanka",0,10,,,0,0
"sri lanka tour with maldives",0,10,,,0,0
"sri lanka tour packages kesari",0,10,,,0,0
"foreign tour packages from sri lanka",4,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0,0.28
"australia tour sri lanka 2016",0,10,,,0,0
"trekking tours in sri lanka",0,10,,,0,0
"budget tours to sri lanka",0,10,,,3.85,0
"tour packages to india from sri lanka",0,10,,,0,0
"hyderabad to sri lanka tour packages",0,10,,,2.97,0
"england cricket tour sri lanka 2012",7,10,I,"Video, People also ask, Related searches",0,0
"sri lanka tour from kerala",0,10,,,0,0
"odyssey tours sri lanka",7,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"tour operators in sri lanka list",8,10,I,"People also ask, Images, Bottom Ads, FAQ, Related searches, Image",0,0
"sri lanka tour of india 2008",0,10,,,0,0
"sri lanka tour of new zealand 2006",0,10,,,0,0
"singapore malaysia tour package from sri lanka",0,10,,,0,0
"sri lanka geoffrey bawa tour",0,10,,,0,0
"sri lanka tour and stay holidays",10,10,I,"Reviews, Related searches, Image, Sites",0,0
"budget sri lanka tours",0,10,,,3.85,0
"sri lanka tour package from chennai by ship",6,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0.86
"sri lanka day tours colombo",0,10,,,0,0
"pearl island tours sri lanka",4,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"bali tour packages from sri lanka",0,10,,,0,0
"sammy tours sri lanka review",6,10,I,"Reviews, People also ask",0,0
"sri lanka tour packages cox and kings",12,10,"I, N","Sitelinks, People also ask, Related searches",0,0
"from sri lanka to singapore tour packages",0,10,,,0.68,0
"lotus tour sri lanka",0,10,,,4.59,0
"virgin holidays sri lanka tours",13,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0
"sri lanka hill country tours",0,10,,,0,0
"hetti tours and travels sri lanka",0,10,,,0,0
"tours in sri lanka bathiya",0,10,,,0,0
"sri lanka coach tours",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0,0.79
"one day tour in sri lanka",13,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"foreign tours from sri lanka",11,10,I,"Reviews, Video, AI Overview, Related searches",0,0
"brown tours sri lanka",6,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image",0,0
"sri lanka 3 nights 4 days tour",0,10,,,0,0
"sri lanka cricket next tour 2016",0,10,,,0,0
"sri lanka trekking tours",5,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0.14
"sri lanka association of inbound tour operators",0,10,,,0,0
"sri lanka tour packages itinerary",0,10,,,0,0
"sri lanka honeymoon tour packages",5,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0.86
"india tour operators in sri lanka",0,10,,,0,0
"sri lanka 4 days tour",0,10,,,0,0
"sri lanka tour of india 2013",0,10,,,0,0
"jetwing tours sri lanka reviews",0,10,,,0,0
"tour packages to thailand from sri lanka",0,10,,,3.35,0
"outbound tour operators in sri lanka",14,10,"L, N","Local pack, Reviews, Sitelinks, Images, Related searches, Image, Sites",0,0
"sri lanka tour packages from nagpur",5,10,"I, N","Reviews, Video, People also ask, Copyright infringement, AI Overview, Related searches",0,0
"sri lanka england tour 2014 schedule",0,10,,,0,0
"budget tour operators in sri lanka",9,10,"L, T","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",0,0
"pakistan tour to sri lanka 2015",0,10,,,0,0
"touring sri lanka on a budget",0,10,,,0,0.01
"4 day tour sri lanka",6,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"travels and tours sri lanka",0,10,,,1.8,0.9
"sri lanka tour and maldives twin centre holidays",8,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tours g adventures",12,10,"I, N","Sitelinks, Related searches, Sites",0,0.46
"foreign tour organizers in sri lanka",0,10,I,,0,0
"sri lanka tour and travel",0,10,,,1.8,0.9
"veena world sri lanka tour packages",10,10,"I, N","Reviews, Sitelinks, Video, People also ask, Related searches",0,0
"private driver tours sri lanka",8,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka tour from malaysia",3,10,I,"Reviews, Images, Top Ads, Related searches, Image",0,0
"china tour packages from sri lanka",0,10,,,0,0
"tour sri lanka 10 days",0,10,,,5.84,0
"sri lanka tour holidays 2017",10,10,I,"Reviews, Video, Bottom Ads, Related searches",0,0
"sri lanka tour package veena world",5,10,"I, N","Sitelinks, People also ask, Images, Related searches, Image",0,0
"sri lanka vs england tour 2016",0,10,,,0,0
"sri lanka tour to zimbabwe 2016",0,10,,,0,0
"sri lanka to singapore tour packages",0,10,,,0,0.86
"sri lanka tour of england 2016 results",0,10,,,0,0
"tour dello sri lanka",6,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches, Sites",0,0
"coach tours sri lanka",5,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches, Sites",0,0
"top tour operators in sri lanka",19,10,"L, C","Local pack, Reviews, Images, Related searches, Image",0,0.56
"sri lanka tours 3 days",0,10,,,0,0
"sri lanka 3 days tour package",6,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Middle Ads",0,0
"india team for sri lanka tour",0,10,,,0,0
"sri lanka tour of uae",0,10,,,0,0
"sri lanka sightseeing tours",14,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka tour of england 2006",0,10,,,0,0
"red dot tours in sri lanka",0,10,,,0,0
"europe tours sri lanka",0,10,,,0,0
"sri lanka tour to england 2014",0,10,,,0,0
"kenya tours from sri lanka",0,10,,,0,0
"jf tours sri lanka",0,10,,,0,0
"tailor made sri lanka tours",0,10,,,0,0.03
"sri lanka spiritual tours",0,10,,,0,0
"sri lanka 3 day tours",0,10,,,0,0
"sri lanka tours from usa",11,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"aadhavan tours sri lanka",0,10,,,0,0
"honeymoon tours in sri lanka",0,10,,,0,0
"tour sri lanka tripadvisor",0,10,,,10.76,0
"cheap sri lanka tour packages from chennai",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Sites",0,0
"jetwing sri lanka tours",17,10,"I, N","Reviews, Sitelinks, People also ask, Images, Bottom Ads, Related searches",0,0.28
"sri lanka one week tour",0,10,,,0,0
"sri lanka tour england 2016",0,10,,,0,0
"hem tours sri lanka",4,10,"L, C","Local pack, Reviews, People also ask, Related searches",0,0
"touring sri lanka holidays",10,10,I,"Reviews, People also ask, Related searches, Image",0,0
"nm travels and tours sri lanka",0,10,,,0,0
"luba tours sri lanka",0,10,,,0,0
"lanka tours sri lanka",14,10,I,"Reviews, Video, Top Ads, Bottom Ads, Related searches, Sites",0,0
"sri lanka tours including flights",10,10,I,"Reviews, Top Ads, Bottom Ads, Related searches, Image, Sites",0,0
"tour packages in sri lanka",17,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches, Sites",0.97,0.67
"elephant island tours sri lanka reviews",6,10,"L, C","Reviews, Images, GBP, Image, Sites",0,0
"cheap package tours to sri lanka",6,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",0,0
"sri lanka whale watching tours",14,10,"L, C","Local pack, Reviews, Video, People also ask, AI Overview, Related searches",0,0
"unique tours sri lanka",5,10,"L, C","Local pack, Reviews, Related searches, Image, Sites",0,0
"sri lanka tailored tours",5,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",0,0.86
"sri lanka tours luxury",8,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches, Sites",2.66,0.69
"sri lanka tours cheap",0,10,,,0,0
"sri lanka tour from kolkata",6,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites, Middle Ads",0,0
"tour packages sri lanka",10,10,"L, C","Reviews, Video, People also ask, GBP, AI Overview, Related searches, Sites",0.97,0.67
"sri lanka tours january 2017",0,10,,,0,0
"eco tours sri lanka",15,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Sites",0,0.12
"sri lanka tour of india wiki",0,10,,,0,0
"sri lanka tour 2013",0,10,,,0,0
"india tour of sri lanka 2008",13,10,I,"Video, Sports, Related searches",0,0
"pl tours and travels sri lanka",0,10,,,0,0
"sri lanka nature tours",5,10,"L, C","Local pack, Reviews, Video, Images, Related searches, Sites",2.61,0.81
"sri lanka tours nz",0,10,,,0,0
"sri lanka cruise tours",0,10,,,0,0
"dubai tour sri lanka",0,10,,,0,0.86
"suresh tours sri lanka",0,10,,,0,0
"cricket tour sri lanka 2016",0,10,,,0,0
"sri lanka package tour from kolkata",0,10,,,0,0
"sri lanka tour of bangladesh",20,10,I,"Reviews, Video, Sports, Related searches",0,0
"tours to sri lanka from usa",0,10,,,0,0
"next tour sri lanka cricket team",0,10,,,0,0
"india sri lanka tour",6,10,I,"Reviews, Video, AI Overview, Related searches",0,0.86
"cheap sri lanka tour packages from mumbai",12,10,I,"Reviews, People also ask, Images, Related searches, Image, Middle Ads",0,0
"australian cricket tour sri lanka 2016",0,10,,,0,0
"sri lanka tours review",6,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches, Sites",0,0
"nepal tour of sri lanka cricket",0,10,,,0,0
"tour guide course sri lanka",0,10,,,0,0
"package tours from bangalore to sri lanka",0,10,,,0,0
"lsr tours sri lanka",0,10,,,0,0
"sri lanka triangle culture tour",5,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0
"budget sri lanka tour packages",13,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka city tour",7,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"india tour to sri lanka 2015",0,10,,,0,0
"package tour to sri lanka",16,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",1,0.64
"outbound tour packages from sri lanka",3,10,I,"Reviews, People also ask, Related searches, Image",0,0
